QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CITY,STATE,COUNTRY,DEALSIZE
46,100.0,5287.7,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,112,Liverpool,,UK,Medium
29,59.37,1721.73,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,50,Manchester,,UK,Small
50,59.87,2993.5,5/20/2003 0:00,Shipped,2,5,2003,Classic Cars,50,Nantes,,France,Small
26,49.81,1295.06,7/10/2003 0:00,Shipped,3,7,2003,Classic Cars,50,Reims,,France,Small
47,56.85,2671.95,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,50,North Sydney,NSW,Australia,Small
23,53.33,1226.59,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,50,Aaarhus,,Denmark,Small
34,42.76,1453.84,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,50,Bridgewater,CT,USA,Small
34,53.83,1830.22,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,50,Bergen,,Norway,Small
47,53.83,2530.01,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,50,Nashua,NH,USA,Small
45,49.81,2241.45,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,50,NYC,NY,USA,Small
45,53.33,2399.85,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,50,Madrid,,Spain,Small
36,43.27,1557.72,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,50,San Diego,CA,USA,Small
21,40.25,845.25,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,50,Strasbourg,,France,Small
28,48.3,1352.4,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,50,Reggio Emilia,,Italy,Small
35,45.28,1584.8,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,50,Las Vegas,NV,USA,Small
50,52.32,2616.0,9/1/2004 0:00,Shipped,3,9,2004,Classic Cars,50,Singapore,,Singapore,Small
22,51.32,1129.04,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,50,Oslo,,Norway,Small
45,49.3,2218.5,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,50,Madrid,,Spain,Small
48,42.26,2028.48,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,50,New Bedford,MA,USA,Small
20,87.96,1759.2,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,50,Manchester,,UK,Small
27,36.21,977.67,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,50,Reims,,France,Small
38,38.5,1463.0,1/12/2005 0:00,Resolved,1,1,2005,Classic Cars,50,Pasadena,CA,USA,Small
32,100.0,3970.56,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,50,Madrid,,Spain,Medium
28,88.63,2481.64,2/17/2003 0:00,Shipped,1,2,2003,Planes,109,Bergamo,,Italy,Small
39,100.0,4651.53,4/29/2003 0:00,Shipped,2,4,2003,Planes,109,Melbourne,Victoria,Australia,Medium
41,94.1,3858.1,6/27/2003 0:00,Shipped,2,6,2003,Planes,109,Madrid,,Spain,Medium
40,87.54,3501.6,8/25/2003 0:00,Shipped,3,8,2003,Planes,109,Pasadena,CA,USA,Medium
49,100.0,6433.7,10/28/2003 0:00,Shipped,4,10,2003,Planes,109,Burlingame,CA,USA,Medium
27,98.48,2658.96,1/12/2004 0:00,Shipped,1,1,2004,Planes,109,Osaka,Osaka,Japan,Small
34,100.0,3608.76,2/20/2004 0:00,Shipped,1,2,2004,Planes,109,Melbourne,Victoria,Australia,Medium
23,96.29,2214.67,4/2/2004 0:00,Shipped,2,4,2004,Planes,109,Tsawassen,BC,Canada,Small
31,88.63,2747.53,5/11/2004 0:00,Shipped,2,5,2004,Planes,109,San Jose,CA,USA,Small
25,95.2,2380.0,7/23/2004 0:00,Shipped,3,7,2004,Planes,109,Nantes,,France,Small
22,100.0,2310.88,8/21/2004 0:00,Shipped,3,8,2004,Planes,109,Oslo,,Norway,Small
32,100.0,4061.76,9/16/2004 0:00,Shipped,3,9,2004,Planes,109,Dublin,,Ireland,Medium
31,100.0,3493.7,10/15/2004 0:00,Shipped,4,10,2004,Planes,109,White Plains,NY,USA,Medium
25,100.0,2872.25,11/1/2004 0:00,Shipped,4,11,2004,Planes,109,Cowes,Isle of Wight,UK,Small
47,87.54,4114.38,11/12/2004 0:00,Shipped,4,11,2004,Planes,109,Bergamo,,Italy,Medium
21,50.65,1063.65,11/23/2004 0:00,Shipped,4,11,2004,Planes,109,Minato-ku,Tokyo,Japan,Small
28,71.73,2008.44,12/4/2004 0:00,Shipped,4,12,2004,Planes,109,Glendale,CT,USA,Small
46,94.1,4328.6,2/2/2005 0:00,Shipped,1,2,2005,Planes,109,South Brisbane,Queensland,Australia,Medium
33,41.71,1376.43,3/1/2005 0:00,Resolved,1,3,2005,Planes,109,Madrid,,Spain,Small
43,100.0,5552.16,3/30/2005 0:00,Shipped,1,3,2005,Planes,109,Reims,,France,Medium
47,88.63,4165.61,5/10/2005 0:00,Shipped,2,5,2005,Planes,109,Reggio Emilia,,Italy,Medium
45,31.2,1404.0,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,33,Frankfurt,,Germany,Small
20,35.51,710.2,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,33,Manchester,,UK,Small
45,37.84,1702.8,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,33,Las Vegas,NV,USA,Small
36,33.19,1194.84,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,33,Brisbane,CA,USA,Small
37,27.22,1007.14,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,33,San Francisco,CA,USA,Small
31,31.53,977.43,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,Bergamo,,Italy,Small
39,36.84,1436.76,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,San Rafael,CA,USA,Small
26,29.21,759.46,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,33,Glen Waverly,Victoria,Australia,Small
32,37.17,1189.44,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,33,Madrid,,Spain,Small
20,34.19,683.8,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,33,Madrid,,Spain,Small
42,29.21,1226.82,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,33,Lyon,,France,Small
33,29.54,974.82,4/26/2004 0:00,Shipped,2,4,2004,Vintage Cars,33,Boston,MA,USA,Small
20,28.88,577.6,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,33,Torino,,Italy,Small
29,38.17,1106.93,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,33,Singapore,,Singapore,Small
23,30.2,694.6,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,33,Versailles,,France,Small
39,29.54,1152.06,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,33,San Rafael,CA,USA,Small
20,100.0,2624.0,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,Nashua,NH,USA,Small
45,81.91,3685.95,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,Manchester,,UK,Medium
20,35.18,703.6,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,33,Marseille,,France,Small
48,100.0,9720.0,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,33,Paris,,France,Large
23,36.29,834.67,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,33,Pasadena,CA,USA,Small
32,70.56,2257.92,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,33,Madrid,,Spain,Small
33,100.0,8344.71,3/9/2005 0:00,Shipped,1,3,2005,Vintage Cars,33,North Sydney,NSW,Australia,Large
61,29.54,1801.94,4/23/2005 0:00,Shipped,2,4,2005,Vintage Cars,33,Singapore,,Singapore,Small
38,83.03,3155.14,2/24/2003 0:00,Shipped,1,2,2003,Motorcycles,76,NYC,NY,USA,Medium
34,83.79,2848.86,4/29/2003 0:00,Shipped,2,4,2003,Motorcycles,76,Melbourne,Victoria,Australia,Small
43,83.03,3570.29,7/1/2003 0:00,Shipped,3,7,2003,Motorcycles,76,Paris,,France,Medium
47,83.03,3902.41,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,76,Pasadena,CA,USA,Medium
22,67.03,1474.66,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,76,Stavern,,Norway,Small
29,75.41,2186.89,10/28/2003 0:00,Shipped,4,10,2003,Motorcycles,76,Burlingame,CA,USA,Small
28,68.55,1919.4,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,76,Lille,,France,Small
40,91.4,3656.0,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,76,Bergen,,Norway,Medium
25,73.88,1847.0,12/1/2003 0:00,Shipped,4,12,2003,Motorcycles,76,San Francisco,CA,USA,Small
30,61.7,1851.0,1/12/2004 0:00,Shipped,1,1,2004,Motorcycles,76,Osaka,Osaka,Japan,Small
38,69.31,2633.78,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,76,Melbourne,Victoria,Australia,Small
36,87.6,3153.6,4/3/2004 0:00,Shipped,2,4,2004,Motorcycles,76,Philadelphia,PA,USA,Medium
32,87.6,2803.2,5/11/2004 0:00,Shipped,2,5,2004,Motorcycles,76,San Jose,CA,USA,Small
37,62.46,2311.02,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,76,Bridgewater,CT,USA,Small
30,79.98,2399.4,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,76,Nantes,,France,Small
39,70.08,2733.12,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,76,Cambridge,MA,USA,Small
32,65.51,2096.32,9/16/2004 0:00,Shipped,3,9,2004,Motorcycles,76,Dublin,,Ireland,Small
47,63.22,2971.34,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,76,White Plains,NY,USA,Small
26,86.83,2257.58,11/2/2004 0:00,Shipped,4,11,2004,Motorcycles,76,Allentown,PA,USA,Small
37,94.43,3493.91,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,76,NYC,NY,USA,Medium
55,79.98,4398.9,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,76,Barcelona,,Spain,Medium
21,100.0,3595.62,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,76,Espoo,,Finland,Medium
23,100.0,2443.29,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,76,Nantes,,France,Small
49,81.4,3988.6,3/3/2005 0:00,Shipped,1,3,2005,Motorcycles,76,Boras,,Sweden,Medium
59,87.6,5168.4,4/7/2005 0:00,Shipped,2,4,2005,Motorcycles,76,Paris,,France,Medium
32,87.6,2803.2,5/10/2005 0:00,Shipped,2,5,2005,Motorcycles,76,Reggio Emilia,,Italy,Small
43,100.0,6341.21,2/11/2003 0:00,Shipped,1,2,2003,Ships,122,Kobenhavn,,Denmark,Medium
41,100.0,5189.78,4/16/2003 0:00,Shipped,2,4,2003,Ships,122,Singapore,,Singapore,Medium
45,100.0,6027.75,6/12/2003 0:00,Shipped,2,6,2003,Ships,122,London,,UK,Medium
33,100.0,3366.0,8/8/2003 0:00,Shipped,3,8,2003,Ships,122,San Rafael,CA,USA,Medium
40,100.0,5456.4,9/28/2003 0:00,Shipped,3,9,2003,Ships,122,Madrid,,Spain,Medium
50,100.0,6083.0,11/7/2003 0:00,Shipped,4,11,2003,Ships,122,Madrid,,Spain,Medium
30,100.0,3170.7,11/14/2003 0:00,Shipped,4,11,2003,Ships,122,New Bedford,MA,USA,Medium
41,100.0,4534.6,11/26/2003 0:00,Shipped,4,11,2003,Ships,122,Barcelona,,Spain,Medium
35,100.0,4301.15,1/2/2004 0:00,Shipped,1,1,2004,Ships,122,Lyon,,France,Medium
49,100.0,6804.63,2/18/2004 0:00,Shipped,1,2,2004,Ships,122,Bruxelles,,Belgium,Medium
46,100.0,5652.94,3/20/2004 0:00,Shipped,1,3,2004,Ships,122,Cowes,Isle of Wight,UK,Medium
36,100.0,4512.6,6/17/2004 0:00,Shipped,2,6,2004,Ships,122,Montreal,Quebec,Canada,Medium
22,100.0,2784.76,7/21/2004 0:00,Shipped,3,7,2004,Ships,122,Bruxelles,,Belgium,Small
42,100.0,5316.36,8/20/2004 0:00,Shipped,3,8,2004,Ships,122,Tsawassen,BC,Canada,Medium
21,100.0,2941.89,9/9/2004 0:00,Shipped,3,9,2004,Ships,122,Torino,,Italy,Small
29,100.0,3207.4,10/14/2004 0:00,Shipped,4,10,2004,Ships,122,Manchester,,UK,Medium
35,100.0,4215.05,10/29/2004 0:00,Shipped,4,10,2004,Ships,122,Nantes,,France,Medium
41,100.0,4333.29,11/9/2004 0:00,Shipped,4,11,2004,Ships,122,Lule,,Sweden,Medium
29,71.97,2087.13,11/21/2004 0:00,Shipped,4,11,2004,Ships,122,NYC,NY,USA,Small
34,50.33,1711.22,12/2/2004 0:00,Shipped,4,12,2004,Ships,122,Madrid,,Spain,Small
37,100.0,3910.53,1/26/2005 0:00,Shipped,1,1,2005,Ships,122,Minato-ku,Tokyo,Japan,Medium
28,80.54,2255.12,2/23/2005 0:00,Shipped,1,2,2005,Ships,122,San Francisco,CA,USA,Small
49,100.0,5720.75,3/23/2005 0:00,Shipped,1,3,2005,Ships,122,San Rafael,CA,USA,Medium
46,53.76,2472.96,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,44,Frankfurt,,Germany,Small
39,44.35,1729.65,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,44,Manchester,,UK,Small
22,45.25,995.5,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,44,Las Vegas,NV,USA,Small
49,49.28,2414.72,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,44,Brisbane,CA,USA,Small
43,36.29,1560.47,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,44,San Francisco,CA,USA,Small
27,41.22,1112.94,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,Bergamo,,Italy,Small
31,36.74,1138.94,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,San Rafael,CA,USA,Small
20,50.62,1012.4,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,Glen Waverly,Victoria,Australia,Small
24,38.08,913.92,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,44,Madrid,,Spain,Small
49,47.94,2349.06,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,44,Madrid,,Spain,Small
24,48.38,1161.12,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,44,Lyon,,France,Small
39,45.25,1764.75,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,44,Madrid,,Spain,Small
37,45.7,1690.9,6/4/2004 0:00,Shipped,2,6,2004,Vintage Cars,44,Strasbourg,,France,Small
45,47.49,2137.05,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,44,Torino,,Italy,Small
45,48.38,2177.1,9/3/2004 0:00,Shipped,3,9,2004,Vintage Cars,44,Bergen,,Norway,Small
44,39.42,1734.48,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,44,Versailles,,France,Small
23,37.63,865.49,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,44,San Rafael,CA,USA,Small
30,100.0,3500.1,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,Nashua,NH,USA,Medium
26,85.52,2223.52,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,Manchester,,UK,Small
43,53.76,2311.68,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,Nantes,,France,Small
26,31.86,828.36,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,44,Paris,,France,Small
28,30.59,856.52,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,44,Pasadena,CA,USA,Small
27,68.35,1845.45,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,44,Madrid,,Spain,Small
24,100.0,4042.08,3/9/2005 0:00,Shipped,1,3,2005,Vintage Cars,44,North Sydney,NSW,Australia,Medium
36,100.0,3680.28,1/29/2003 0:00,Shipped,1,1,2003,Trucks and Buses,127,Stavern,,Norway,Medium
21,100.0,2925.09,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,127,Paris,,France,Small
27,100.0,3415.77,5/28/2003 0:00,Shipped,2,5,2003,Trucks and Buses,127,Madrid,,Spain,Medium
47,100.0,5105.14,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,127,Burlingame,CA,USA,Medium
42,100.0,5098.8,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,127,Oulu,,Finland,Medium
32,100.0,4661.76,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,127,Singapore,,Singapore,Medium
28,100.0,2969.96,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,London,,UK,Small
24,100.0,3496.32,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,Sevilla,,Spain,Medium
49,100.0,5760.93,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,Lyon,,France,Medium
46,100.0,6819.04,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,127,Boston,MA,USA,Medium
28,100.0,3148.88,2/4/2004 0:00,Shipped,1,2,2004,Trucks and Buses,127,Singapore,,Singapore,Medium
48,100.0,5704.32,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,127,San Rafael,CA,USA,Medium
29,100.0,3520.6,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,127,Madrid,,Spain,Medium
47,100.0,5285.62,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,127,Singapore,,Singapore,Medium
43,100.0,5605.05,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,127,San Rafael,CA,USA,Medium
25,100.0,2779.5,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,127,Allentown,PA,USA,Small
48,100.0,5398.08,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,127,Boras,,Sweden,Medium
24,100.0,3189.6,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,127,Cambridge,MA,USA,Medium
42,100.0,5581.8,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,127,Vancouver,BC,Canada,Medium
31,100.0,3820.44,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,NYC,NY,USA,Medium
37,100.0,5981.42,11/1/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,Madrid,,Spain,Medium
41,100.0,5684.65,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,127,Madrid,,Spain,Medium
20,100.0,3449.4,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,127,San Rafael,CA,USA,Medium
20,100.0,2654.4,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,127,San Rafael,CA,USA,Small
70,100.0,8498.0,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,127,Madrid,,Spain,Large
35,58.87,2060.45,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,69,Makati City,,Philippines,Small
32,76.88,2460.16,5/7/2003 0:00,Shipped,2,5,2003,Motorcycles,69,Reims,,France,Small
29,61.64,1787.56,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,69,San Rafael,CA,USA,Small
27,60.95,1645.65,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,69,Pasadena,CA,USA,Small
27,80.34,2169.18,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,69,San Francisco,CA,USA,Small
38,74.11,2816.18,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,69,North Sydney,NSW,Australia,Small
35,72.03,2521.05,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,69,Lille,,France,Small
42,76.19,3199.98,11/19/2003 0:00,Shipped,4,11,2003,Motorcycles,69,Madrid,,Spain,Medium
21,63.72,1338.12,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,69,Paris,,France,Small
37,80.34,2972.58,2/21/2004 0:00,Shipped,1,2,2004,Motorcycles,69,Lille,,France,Small
26,79.65,2070.9,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,69,NYC,NY,USA,Small
47,65.8,3092.6,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,69,Paris,,France,Medium
37,65.1,2408.7,6/30/2004 0:00,Shipped,2,6,2004,Motorcycles,69,Boston,MA,USA,Small
46,75.49,3472.54,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,69,Brickhaven,MA,USA,Medium
38,59.56,2263.28,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,69,Cambridge,MA,USA,Small
33,66.49,2194.17,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,69,Helsinki,,Finland,Small
24,56.1,1346.4,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,69,Stavern,,Norway,Small
31,81.73,2533.63,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,69,NYC,NY,USA,Small
42,81.03,3403.26,11/16/2004 0:00,Shipped,4,11,2004,Motorcycles,69,Makati City,,Philippines,Medium
32,100.0,3307.2,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,69,Salzburg,,Austria,Medium
41,70.65,2896.65,12/7/2004 0:00,Shipped,4,12,2004,Motorcycles,69,Madrid,,Spain,Small
43,61.23,2632.89,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,69,Espoo,,Finland,Small
20,100.0,2046.0,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,69,Nantes,,France,Small
35,65.13,2279.55,3/4/2005 0:00,Shipped,1,3,2005,Motorcycles,69,San Rafael,CA,USA,Small
27,79.65,2150.55,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,69,Liverpool,,UK,Small
43,78.15,3360.45,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,90,Manchester,,UK,Medium
32,72.7,2326.4,5/21/2003 0:00,Shipped,2,5,2003,Classic Cars,90,Las Vegas,NV,USA,Small
21,73.6,1545.6,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,90,North Sydney,NSW,Australia,Small
20,100.0,2144.6,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,90,Aaarhus,,Denmark,Small
22,74.51,1639.22,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,90,Bridgewater,CT,USA,Small
36,73.6,2649.6,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,90,San Rafael,CA,USA,Small
46,83.6,3845.6,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,90,Nashua,NH,USA,Medium
47,96.32,4527.04,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,90,NYC,NY,USA,Medium
45,88.14,3966.3,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,90,Madrid,,Spain,Medium
47,88.14,4142.58,3/2/2004 0:00,Shipped,1,3,2004,Classic Cars,90,Lyon,,France,Medium
47,94.5,4441.5,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,90,Strasbourg,,France,Medium
38,87.24,3315.12,7/7/2004 0:00,Shipped,3,7,2004,Classic Cars,90,NYC,NY,USA,Medium
49,79.97,3918.53,8/9/2004 0:00,Shipped,3,8,2004,Classic Cars,90,Madrid,,Spain,Medium
35,80.87,2830.45,9/1/2004 0:00,Shipped,3,9,2004,Classic Cars,90,Singapore,,Singapore,Small
49,100.0,5298.86,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,90,Liverpool,,UK,Medium
28,93.6,2620.8,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,90,Madrid,,Spain,Small
30,72.7,2181.0,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,90,New Bedford,MA,USA,Small
39,86.72,3382.08,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,90,Manchester,,UK,Medium
25,100.0,2876.75,11/29/2004 0:00,Shipped,4,11,2004,Classic Cars,90,Las Vegas,NV,USA,Small
40,100.0,4107.2,1/19/2005 0:00,Shipped,1,1,2005,Classic Cars,90,San Rafael,CA,USA,Medium
36,37.5,1350.0,2/16/2005 0:00,Shipped,1,2,2005,Classic Cars,90,Madrid,,Spain,Small
44,39.6,1742.4,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,35,Madrid,,Spain,Small
24,30.06,721.44,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,35,Paris,,France,Small
39,38.19,1489.41,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,35,NYC,NY,USA,Small
21,42.43,891.03,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,35,Espoo,,Finland,Small
30,40.31,1209.3,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,35,Oulu,,Finland,Small
27,31.82,859.14,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,35,Singapore,,Singapore,Small
37,31.12,1151.44,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,35,London,,UK,Small
42,31.82,1336.44,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,35,Sevilla,,Spain,Small
32,28.29,905.28,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,35,White Plains,NY,USA,Small
42,29.7,1247.4,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,35,Boston,MA,USA,Small
21,40.31,846.51,2/10/2004 0:00,Shipped,1,2,2004,Classic Cars,35,Brisbane,CA,USA,Small
33,32.88,1085.04,3/11/2004 0:00,Shipped,1,3,2004,Classic Cars,35,San Rafael,CA,USA,Small
49,36.07,1767.43,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,35,Madrid,,Spain,Small
31,33.24,1030.44,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,35,Singapore,,Singapore,Small
38,41.72,1585.36,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,35,San Rafael,CA,USA,Small
20,40.66,813.2,8/19/2004 0:00,Shipped,3,8,2004,Classic Cars,35,Allentown,PA,USA,Small
39,30.06,1172.34,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,35,NYC,NY,USA,Small
48,31.47,1510.56,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,35,Cambridge,MA,USA,Small
39,37.13,1448.07,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,35,Aaarhus,,Denmark,Small
30,100.0,3338.1,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,35,NYC,NY,USA,Medium
33,37.13,1225.29,11/19/2004 0:00,Shipped,4,11,2004,Classic Cars,35,San Rafael,CA,USA,Small
36,37.13,1336.68,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,35,NYC,NY,USA,Small
36,82.94,2985.84,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,35,Madrid,,Spain,Small
45,100.0,5545.8,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,35,San Rafael,CA,USA,Medium
40,100.0,6089.6,2/22/2005 0:00,Shipped,1,2,2005,Classic Cars,35,Madrid,,Spain,Medium
46,38.9,1789.4,3/15/2005 0:00,Shipped,1,3,2005,Classic Cars,35,Madrid,,Spain,Small
30,36.07,1082.1,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,35,Madrid,,Spain,Small
49,74.68,3659.32,2/17/2003 0:00,Shipped,1,2,2003,Planes,68,Bergamo,,Italy,Medium
41,59.6,2443.6,4/28/2003 0:00,Shipped,2,4,2003,Planes,68,Salzburg,,Austria,Small
35,67.14,2349.9,6/16/2003 0:00,Shipped,2,6,2003,Planes,68,Glendale,CT,USA,Small
27,60.97,1646.19,8/10/2003 0:00,Shipped,3,8,2003,Planes,68,New Bedford,MA,USA,Small
23,72.62,1670.26,10/6/2003 0:00,Shipped,4,10,2003,Planes,68,Helsinki,,Finland,Small
